emp_no,title,birth_date,first_name,last_name,to_date
11684,Senior Staff,1953-03-07,Oksana,Gide,9999-01-01
11690,Staff,1953-11-10,Domenick,Raczkowsky,9999-01-01
11693,Senior Engineer,1952-02-15,Hideo,Coorg,9999-01-01
11696,Senior Staff,1954-10-26,Dante,Rothe,9999-01-01
11713,Senior Engineer,1952-02-27,Danel,Heusch,9999-01-01
11732,Senior Engineer,1955-06-14,Sanjoy,Ranft,9999-01-01
11733,Senior Engineer,1954-05-25,Leszek,Sudbeck,9999-01-01
11735,Senior Staff,1955-02-19,Amalendu,Picci,9999-01-01
11736,Senior Engineer,1953-08-21,Shugo,Uchoa,9999-01-01
11737,Assistant Engineer,1952-07-17,Martina,Garnier,9999-01-01
11746,Senior Staff,1952-05-22,Koichi,Marrakchi,9999-01-01
11748,Engineer,1953-03-07,Lihong,Massonet,9999-01-01
11751,Senior Staff,1953-02-02,Jiafu,Emiris,9999-01-01
11756,Engineer,1955-02-24,Abdelwaheb,Vakili,9999-01-01
11763,Engineer,1953-08-19,Yuriy,Liesche,9999-01-01
11764,Senior Engineer,1953-04-22,Sanjay,Anick,9999-01-01
11765,Senior Staff,1955-08-17,Zorica,Junet,9999-01-01
11769,Senior Staff,1953-07-17,Chandrasekaran,Lampe,9999-01-01
11770,Senior Engineer,1955-08-26,Arumugam,Jakobus,9999-01-01
11772,Engineer,1954-06-19,Gaurav,Penz,9999-01-01
11774,Engineer,1954-07-11,Aron,Wroclawski,9999-01-01
11778,Senior Engineer,1953-04-23,Dhritiman,Fontan,9999-01-01
11779,Staff,1952-06-07,Shunichi,Thombley,9999-01-01
11791,Senior Engineer,1955-11-07,Gal,Mamelak,9999-01-01
11797,Senior Staff,1954-08-12,Chenxi,Thambidurai,9999-01-01
11801,Senior Staff,1953-11-22,Tommaso,Dayang,9999-01-01
11807,Technique Leader,1955-12-25,Chriss,Binding,9999-01-01
11810,Senior Engineer,1952-12-08,Amabile,Bhattacharjee,9999-01-01
11811,Senior Staff,1953-07-05,Herb,Boissier,9999-01-01
11817,Senior Staff,1955-05-25,Niranjan,Markovitch,9999-01-01
11822,Staff,1954-08-30,Sastry,Madeira,9999-01-01
11823,Senior Engineer,1954-09-25,Weiyi,Iacovou,9999-01-01
11829,Assistant Engineer,1952-08-01,Chaosheng,Pettis,9999-01-01
11832,Engineer,1952-05-18,Arto,Zlotek,9999-01-01
11836,Senior Staff,1952-09-14,Ortrud,Bakhtari,9999-01-01
11841,Staff,1955-04-21,Elvia,Bugrara,9999-01-01
11842,Senior Staff,1954-03-31,Moto,Piazza,9999-01-01
11844,Senior Engineer,1953-10-30,Shawna,Demeyer,9999-01-01
11846,Senior Engineer,1954-04-24,Fai,Perly,9999-01-01
11853,Senior Staff,1952-06-19,Zeljko,Kusakabe,9999-01-01
11857,Senior Staff,1955-12-03,Divier,Farrag,9999-01-01
11862,Senior Engineer,1954-01-25,Alejandra,Deville,9999-01-01
11864,Staff,1952-06-14,Pradeep,Kriebel,9999-01-01
11868,Engineer,1954-03-02,Kwee,Demke,9999-01-01
11869,Engineer,1955-09-14,Fumino,Luca,9999-01-01
11871,Senior Engineer,1953-05-02,Nalini,Sommen,9999-01-01
11872,Senior Staff,1953-01-17,Cheong,Riexinger,9999-01-01
11876,Senior Engineer,1954-09-17,Leszek,Kobuchi,9999-01-01
11881,Senior Staff,1952-08-06,Arra,Staelin,9999-01-01
11888,Senior Staff,1952-04-05,Badri,Azulay,9999-01-01
11894,Senior Engineer,1954-12-23,Mitchel,Validov,9999-01-01
11896,Technique Leader,1953-06-14,Shaunak,Benzmuller,9999-01-01
11897,Senior Staff,1952-11-23,Cordelia,Setlzner,9999-01-01
11906,Engineer,1955-04-26,Hideo,Boguraev,9999-01-01
11911,Senior Engineer,1952-07-08,Ashish,Mondadori,9999-01-01
11915,Senior Engineer,1954-08-16,Miomir,Mawatari,9999-01-01
11917,Engineer,1955-03-26,Jiakeng,VanScheik,9999-01-01
11926,Engineer,1955-04-06,Leni,Felcyn,9999-01-01
11931,Senior Staff,1952-10-30,Gunilla,Chiodo,9999-01-01
11933,Senior Engineer,1953-08-15,Basil,Erman,9999-01-01
11938,Staff,1954-01-14,Aruna,Verspoor,9999-01-01
11940,Assistant Engineer,1954-06-24,Ult,Anido,9999-01-01
11944,Senior Engineer,1952-05-15,Along,Aumann,9999-01-01
11945,Staff,1952-02-17,Limsoon,Marakhovsky,9999-01-01
11948,Senior Engineer,1952-02-21,Yahiko,Nergos,9999-01-01
11949,Technique Leader,1953-01-27,Martijn,Harbusch,9999-01-01
11951,Senior Engineer,1955-05-08,Bernt,Haumacher,9999-01-01
11965,Engineer,1954-12-03,Arup,Morrey,9999-01-01
11972,Senior Staff,1954-10-01,Sibyl,Beausoleil,9999-01-01
11980,Staff,1955-07-03,Yechezkel,Pews,9999-01-01
11983,Senior Engineer,1953-01-04,Jaana,Hedayat,9999-01-01
11989,Technique Leader,1953-10-29,Erzsebet,Peltason,9999-01-01
11993,Senior Staff,1955-10-29,Marit,Dalphin,9999-01-01
11994,Senior Staff,1953-02-11,Sigeru,Fiebach,9999-01-01
12007,Senior Engineer,1952-06-18,Marko,Dehkordi,9999-01-01
12011,Senior Staff,1953-12-16,Zhilian,Coorg,9999-01-01
12015,Staff,1954-08-26,Kensei,Guenter,9999-01-01
12021,Senior Engineer,1955-03-11,Chikara,Rahimi,9999-01-01
12023,Technique Leader,1954-07-05,Chuanyi,Eppinger,9999-01-01
12024,Staff,1952-11-09,Mayumi,Lanzelotte,9999-01-01
12028,Senior Engineer,1952-11-21,Ingemar,Walstra,9999-01-01
12030,Staff,1953-06-02,Shuky,Cromarty,9999-01-01
12034,Staff,1954-04-15,Aemilian,Piazza,9999-01-01
12036,Senior Staff,1953-03-02,Mads,Ratzlaff,9999-01-01
12037,Senior Staff,1954-01-11,Arunas,Katzenelson,9999-01-01
12040,Senior Staff,1955-03-24,Bluma,Kermarrec,9999-01-01
12043,Staff,1952-12-11,Masaki,Lubachevsky,9999-01-01
12044,Senior Engineer,1955-08-16,Rance,Hemaspaandra,9999-01-01
12047,Assistant Engineer,1954-01-16,Jordanka,Ligten,9999-01-01
12050,Engineer,1953-06-08,Yuchang,Tchuente,9999-01-01
12053,Senior Engineer,1955-06-20,Yechezkel,Pelc,9999-01-01
12054,Staff,1954-04-08,Odysseas,Braccini,9999-01-01
12060,Technique Leader,1955-03-25,Toshimi,Antonakopoulos,9999-01-01
12062,Senior Staff,1954-01-20,Margareta,Worfolk,9999-01-01
12063,Senior Engineer,1955-07-06,Lein,Bale,9999-01-01
12069,Senior Engineer,1953-12-27,Ayonca,Burnard,9999-01-01
12070,Technique Leader,1955-07-23,Ger,Shokrollahi,9999-01-01
12076,Senior Staff,1955-03-16,Karlis,Siprelle,9999-01-01
12080,Senior Staff,1953-10-16,Panayotis,Feinberg,9999-01-01
12082,Senior Staff,1953-09-20,Xinan,Yamaashi,9999-01-01
12089,Senior Staff,1954-06-21,Bilhanan,Socorro,9999-01-01
12090,Engineer,1955-03-27,Shigenori,Angelopoulos,9999-01-01
12091,Senior Engineer,1955-02-19,Lansing,Cunliffe,9999-01-01
12092,Senior Staff,1955-07-20,Kauko,Unno,9999-01-01
12093,Senior Engineer,1952-07-02,Evgueni,Oxenboll,9999-01-01
12094,Senior Staff,1955-05-02,Weiru,Pearson,9999-01-01
12099,Senior Staff,1953-01-12,Nobuyoshi,Kuzuoka,9999-01-01
12102,Staff,1952-10-14,Aron,Erde,9999-01-01
12112,Senior Staff,1953-07-01,Satyanarayana,Avouris,9999-01-01
12114,Staff,1954-11-05,Shiv,Rubsam,9999-01-01
12122,Senior Engineer,1954-06-27,Satoru,Krone,9999-01-01
12123,Senior Staff,1954-07-08,Xiahua,Syrzycki,9999-01-01
12125,Engineer,1953-04-16,Shounak,Erman,9999-01-01
12138,Engineer,1953-09-02,Takahito,Brender,9999-01-01
12140,Senior Staff,1952-07-30,Xudong,Paciorek,9999-01-01
12149,Senior Staff,1954-10-25,Suebskul,Grandbois,9999-01-01
12159,Senior Engineer,1955-08-15,Shem,Perly,9999-01-01
12160,Senior Staff,1954-12-11,Aamer,Garrabrants,9999-01-01
12164,Engineer,1954-01-04,Muneo,Chachaty,9999-01-01
12165,Senior Engineer,1952-11-19,Xiaobin,Maquelin,9999-01-01
12168,Senior Staff,1954-07-10,Arnd,Salverda,9999-01-01
12172,Senior Staff,1954-04-04,Jianhua,Llado,9999-01-01
12174,Senior Engineer,1955-02-01,Slavian,Plavsic,9999-01-01
12183,Engineer,1954-06-29,Harngdar,Iisaku,9999-01-01
12186,Senior Staff,1952-12-06,Guther,Nooteboom,9999-01-01
12190,Senior Engineer,1952-12-19,Abdulah,Engberts,9999-01-01
12191,Engineer,1953-12-02,Rosella,Bazzichi,9999-01-01
12192,Senior Engineer,1954-11-06,Feiyu,Klyachko,9999-01-01
12205,Senior Engineer,1955-08-24,Sushant,Rossi,9999-01-01
12206,Senior Engineer,1954-11-21,Barton,Janetzko,9999-01-01
12210,Senior Staff,1954-01-12,Vugranam,Ashish,9999-01-01
12213,Senior Staff,1952-09-26,Kwangho,Brizzi,9999-01-01
12216,Engineer,1954-12-27,Aloke,Mansanne,9999-01-01
12218,Senior Engineer,1954-08-01,Yaghout,Strooper,9999-01-01
12219,Senior Staff,1952-07-13,Junsik,Gadepally,9999-01-01
12221,Senior Engineer,1955-07-14,Vincent,Melter,9999-01-01
12222,Senior Staff,1953-03-04,Abdelwaheb,Holburn,9999-01-01
12223,Senior Engineer,1954-07-27,Niteen,Koyama,9999-01-01
12230,Engineer,1952-02-08,Yuriy,Bellone,9999-01-01
12231,Senior Engineer,1954-08-27,Nishit,Bharadwaj,9999-01-01
12235,Staff,1954-06-05,Honesty,Haumacher,9999-01-01
12242,Engineer,1954-04-08,Satoru,Wolniewicz,9999-01-01
12247,Technique Leader,1952-03-26,Subbu,Penttonen,9999-01-01
12249,Senior Engineer,1952-09-20,Eldridge,Sadowski,9999-01-01
12250,Senior Engineer,1954-10-02,Kerhong,Aloia,9999-01-01
12256,Senior Staff,1955-02-15,Guadalupe,Reghbati,9999-01-01
12258,Senior Engineer,1955-01-06,Kankanahalli,Eiter,9999-01-01
12264,Engineer,1953-12-30,Mart,Pagter,9999-01-01
12269,Senior Engineer,1952-06-22,Mohammed,Whitcomb,9999-01-01
12270,Senior Staff,1953-08-10,Shakhar,Kornyak,9999-01-01
12272,Senior Staff,1955-10-16,Behnaam,Grandbois,9999-01-01
12273,Senior Staff,1953-11-22,Jaideep,Uehara,9999-01-01
12281,Senior Engineer,1953-08-13,Hisao,Langford,9999-01-01
12282,Engineer,1952-02-02,Tadahiro,Delgrange,9999-01-01
12291,Senior Staff,1953-12-28,Masamitsu,Koyama,9999-01-01
12298,Senior Engineer,1954-03-03,Tetsurou,Rodham,9999-01-01
12308,Senior Staff,1952-02-17,Mototsugu,Cronau,9999-01-01
12311,Senior Engineer,1955-02-11,Susanne,Lubachevsky,9999-01-01
12316,Engineer,1953-12-30,Hyuncheol,Duclos,9999-01-01
12317,Staff,1952-05-23,Weiyi,Crabtree,9999-01-01
12327,Senior Engineer,1952-05-21,DAIDA,Bruckman,9999-01-01
12328,Staff,1952-05-29,Atilio,Prampolini,9999-01-01
12338,Staff,1952-09-23,Kagan,Besselaar,9999-01-01
12339,Staff,1954-08-14,Pranay,Czaja,9999-01-01
12341,Senior Engineer,1955-02-13,Rasiah,Luga,9999-01-01
12343,Senior Staff,1952-10-18,Sorina,Slaats,9999-01-01
12355,Senior Engineer,1953-09-12,Vidar,Hutton,9999-01-01
12364,Assistant Engineer,1954-07-01,Neelam,Cummings,9999-01-01
12365,Senior Engineer,1954-01-21,Kamakshi,Bisiani,9999-01-01
12368,Senior Staff,1955-10-07,Gor,Dechter,9999-01-01
12373,Senior Staff,1953-04-26,Mooi,Driscoll,9999-01-01
12379,Technique Leader,1955-04-04,Kazuhisa,Serna,9999-01-01
12381,Senior Staff,1953-04-13,Amalendu,Klerer,9999-01-01
12388,Senior Engineer,1954-12-14,Arumugam,Hebert,9999-01-01
12394,Engineer,1952-02-09,Stevo,Reeken,9999-01-01
12395,Senior Staff,1955-01-08,Sanjit,Felder,9999-01-01
12399,Senior Staff,1955-11-15,Mihalis,Luga,9999-01-01
12411,Senior Staff,1952-05-31,Shao,Ibel,9999-01-01
12413,Senior Engineer,1955-06-17,Hugh,Gadepally,9999-01-01
12417,Senior Engineer,1955-11-18,Dannz,Spelt,9999-01-01
12421,Senior Engineer,1955-03-15,Toshimi,Gulik,9999-01-01
12422,Senior Staff,1954-12-04,Berhard,Demos,9999-01-01
12426,Technique Leader,1952-04-29,Shahaf,Valtorta,9999-01-01
12427,Senior Staff,1955-09-15,Zissis,Daescu,9999-01-01
12434,Engineer,1953-09-23,Xumin,Bernardinello,9999-01-01
12438,Senior Staff,1953-11-24,Yongmao,Mondadori,9999-01-01
12450,Senior Engineer,1952-02-10,Sanjeeva,Perng,9999-01-01
12452,Engineer,1953-10-04,Hiroyasu,Francisci,9999-01-01
12454,Staff,1954-08-21,Kerryn,Farris,9999-01-01
12464,Staff,1955-09-08,Shai,Milicic,9999-01-01
12466,Senior Staff,1953-07-30,Cullen,Nations,9999-01-01
12468,Staff,1952-05-05,Ioana,Baezner,9999-01-01
12475,Senior Engineer,1953-03-30,Filipe,Roison,9999-01-01
12480,Staff,1953-02-19,Tetsushi,Schade,9999-01-01
12487,Senior Staff,1954-04-24,Mona,Reghbati,9999-01-01
12488,Senior Engineer,1954-11-09,Etsuo,Gerteisen,9999-01-01
12489,Senior Engineer,1955-01-23,Arnould,Munck,9999-01-01
12490,Senior Engineer,1955-08-08,Jackson,Muchinsky,9999-01-01
12492,Senior Engineer,1953-07-13,Kristinn,Hammerschmidt,9999-01-01
12497,Senior Staff,1953-08-26,Stein,Penz,9999-01-01
12499,Senior Staff,1955-09-22,Izaskun,Lamba,9999-01-01
12501,Senior Staff,1954-11-22,Morrie,Matheson,9999-01-01
12502,Senior Engineer,1952-07-22,Danil,VanScheik,9999-01-01
12504,Engineer,1953-01-04,Adly,Rosaz,9999-01-01
12506,Engineer,1955-07-13,Gay,Rodite,9999-01-01
12509,Senior Staff,1954-05-20,Rutger,Krzyzanowski,9999-01-01
12514,Engineer,1952-11-14,Tomofumi,Melter,9999-01-01
12515,Senior Engineer,1952-05-22,Pranav,Wilharm,9999-01-01
12520,Engineer,1954-01-21,Goetz,Basart,9999-01-01
12522,Technique Leader,1954-03-06,Trygve,Zhang,9999-01-01
12523,Senior Staff,1954-09-26,Tonia,Casley,9999-01-01
12524,Engineer,1954-02-08,Tetsushi,Demeyer,9999-01-01
12528,Senior Staff,1952-11-20,Conor,Cincotta,9999-01-01
12534,Senior Engineer,1953-01-31,Yongmao,Gerlach,9999-01-01
12537,Senior Staff,1955-11-23,Avishai,Gonthier,9999-01-01
12540,Senior Staff,1953-11-03,Poornachandra,Bresenham,9999-01-01
12541,Senior Staff,1952-04-22,Shih,Nanard,9999-01-01
12542,Senior Staff,1954-07-26,Kazuhide,Bouloucos,9999-01-01
12551,Senior Engineer,1954-03-15,Jeane,Tzvieli,9999-01-01
12553,Senior Staff,1954-05-08,Aral,Vesna,9999-01-01
12555,Assistant Engineer,1953-06-24,Spyrose,DuCasse,9999-01-01
12557,Senior Engineer,1954-01-01,Stafford,Kopetz,9999-01-01
12558,Senior Engineer,1955-02-09,Danco,Niizuma,9999-01-01
12563,Engineer,1953-07-03,Honesty,Ducloy,9999-01-01
12564,Staff,1955-10-03,Remco,Nitsche,9999-01-01
12571,Engineer,1952-04-16,Abdelaziz,Candan,9999-01-01
12574,Engineer,1954-09-02,Mong,Gelosh,9999-01-01
12586,Senior Engineer,1952-11-02,Oguz,Tasistro,9999-01-01
12588,Senior Engineer,1954-12-29,Yagil,Kenevan,9999-01-01
12589,Senior Engineer,1952-11-23,Anoosh,Chleq,9999-01-01
12590,Senior Staff,1953-02-04,Gita,Rosenbaum,9999-01-01
12596,Senior Staff,1955-10-10,Breannda,Roisin,9999-01-01
12597,Senior Staff,1952-09-07,Kazuhito,Petereit,9999-01-01
12601,Senior Engineer,1955-08-16,Ghassan,Simkin,9999-01-01
12603,Staff,1953-11-23,Utpal,Roison,9999-01-01
12608,Senior Staff,1955-10-27,Nectarios,Mondadori,9999-01-01
12612,Staff,1954-01-09,Chandrasekaran,Thimonier,9999-01-01
12617,Senior Staff,1953-05-07,Shawna,Rusterholz,9999-01-01
12623,Senior Staff,1953-01-02,Raimond,Scharstein,9999-01-01
12626,Senior Engineer,1954-07-16,Gill,Comyn,9999-01-01
12630,Senior Staff,1954-04-23,Sreekrishna,Falco,9999-01-01
12635,Senior Engineer,1952-11-09,Xinyu,Restivo,9999-01-01
12636,Senior Staff,1955-11-21,Yuuichi,Debuse,9999-01-01
12638,Engineer,1954-11-09,Yuqun,Seiwald,9999-01-01
12639,Senior Engineer,1952-10-13,Zeljko,Schapire,9999-01-01
12642,Senior Staff,1955-09-27,Suebskul,Gips,9999-01-01
12644,Senior Engineer,1952-06-09,Bernt,Jayawardene,9999-01-01
12645,Staff,1955-04-01,Kyoichi,Decaestecker,9999-01-01
12651,Senior Staff,1952-07-24,Pragnesh,Bael,9999-01-01
12656,Senior Staff,1955-08-12,Seshu,Morton,9999-01-01
12662,Engineer,1952-08-02,Leucio,Alvarado,9999-01-01
12663,Technique Leader,1954-10-31,Nobuyoshi,Stellhorn,9999-01-01
12664,Staff,1952-05-01,Zhonghua,Parveen,9999-01-01
12666,Engineer,1955-03-14,Stamatina,Prenel,9999-01-01
12670,Engineer,1952-06-10,Seongbae,Alameldin,9999-01-01
12672,Senior Engineer,1953-04-26,Mayumi,Varman,9999-01-01
12680,Staff,1954-09-15,Bader,Staudhammer,9999-01-01
12687,Staff,1954-12-06,Weicheng,Badache,9999-01-01
12689,Senior Engineer,1953-01-19,Luerbio,Boudaillier,9999-01-01
12691,Senior Engineer,1952-10-17,Oddvar,Gils,9999-01-01
12697,Senior Staff,1955-06-25,Uri,Brizzi,9999-01-01
12707,Staff,1953-07-22,Gregory,Zastre,9999-01-01
12709,Senior Engineer,1955-08-09,Ronghao,Botman,9999-01-01
12715,Staff,1955-12-31,Honglan,Showalter,9999-01-01
12717,Staff,1953-04-17,Tzu,Jiafu,9999-01-01
12722,Senior Staff,1955-09-23,Elliott,Cheshire,9999-01-01
12725,Senior Staff,1953-07-28,Inderjeet,Flexer,9999-01-01
12726,Senior Engineer,1954-03-27,Fumitake,Panwar,9999-01-01
12729,Senior Engineer,1954-05-18,Nahla,Rahier,9999-01-01
12731,Senior Staff,1953-05-09,Yongmao,Waymire,9999-01-01
12732,Senior Staff,1952-09-27,Mara,Takanami,9999-01-01
12734,Senior Engineer,1952-03-05,Gil,Frijda,9999-01-01
12746,Senior Engineer,1953-10-11,Heekeun,Lunn,9999-01-01
12747,Technique Leader,1955-10-23,Salvador,Atrawala,9999-01-01
12748,Engineer,1953-12-23,Berry,Kakkar,9999-01-01
12753,Senior Engineer,1952-12-22,Kazuhito,Syrotiuk,9999-01-01
12754,Senior Engineer,1955-06-11,Ronnie,Tetzlaff,9999-01-01
12755,Senior Staff,1955-02-20,Rildo,Rodite,9999-01-01
12761,Senior Staff,1953-11-05,Hitofumi,Schaad,9999-01-01
12769,Engineer,1955-05-11,Abdelwaheb,Gluchowski,9999-01-01
12770,Senior Staff,1955-01-17,Maik,Benzaken,9999-01-01
12773,Senior Engineer,1952-06-26,Jenwei,Lovengreen,9999-01-01
12774,Engineer,1952-12-30,Moon,Asrin,9999-01-01
12777,Senior Staff,1954-11-01,Sreenivas,Cichocki,9999-01-01
12785,Senior Engineer,1954-10-20,Bouchung,Armand,9999-01-01
12786,Engineer,1953-01-28,Weiyi,Schusler,9999-01-01
12789,Engineer,1955-03-20,Sanjai,Felcyn,9999-01-01
12790,Senior Staff,1953-02-05,Gunilla,Perl,9999-01-01
12795,Senior Staff,1952-05-06,Masoud,Fordan,9999-01-01
12796,Senior Engineer,1954-05-02,Saniya,Stanfel,9999-01-01
12798,Senior Staff,1952-05-18,Lillian,Beeson,9999-01-01
12799,Senior Staff,1954-11-21,Tiina,Businaro,9999-01-01
12803,Senior Staff,1952-05-12,Gad,Boissier,9999-01-01
12807,Senior Engineer,1955-10-05,Gretta,Babb,9999-01-01
12810,Technique Leader,1955-06-15,Kristof,Staelin,9999-01-01
12815,Senior Staff,1955-03-25,Sushant,Junot,9999-01-01
12819,Senior Engineer,1953-07-30,Mountaz,Gubsky,9999-01-01
12821,Engineer,1952-06-01,Arco,Gihr,9999-01-01
12828,Staff,1954-01-30,Oksana,Camurati,9999-01-01
12829,Senior Engineer,1955-08-25,Harngdar,Harbusch,9999-01-01
12840,Engineer,1952-12-20,Zhensheng,Ferretti,9999-01-01
12843,Senior Engineer,1955-12-17,Yinlin,Heijenga,9999-01-01
12848,Engineer,1953-01-17,Kazuhide,Smeets,9999-01-01
12851,Staff,1953-08-08,Kwangyoen,Ramsay,9999-01-01
12855,Senior Staff,1953-10-24,Mabhin,Murrill,9999-01-01
12857,Senior Engineer,1952-06-02,Alagu,Gils,9999-01-01
12863,Senior Engineer,1954-08-02,Leif,Matheson,9999-01-01
12865,Senior Staff,1952-04-03,Katsuyuki,Rothe,9999-01-01
12868,Senior Engineer,1952-08-28,Berthier,Nanard,9999-01-01
12869,Staff,1952-05-11,Jacopo,Swiler,9999-01-01
12872,Senior Staff,1953-02-18,Marl,Schmittgen,9999-01-01
12879,Senior Engineer,1955-09-07,Baruch,Eugenio,9999-01-01
12881,Staff,1953-08-21,Huai,Yurek,9999-01-01
12885,Senior Engineer,1952-12-25,Anwar,Collavizza,9999-01-01
12887,Senior Engineer,1953-01-04,Hilari,DuBourdieux,9999-01-01
12889,Engineer,1952-05-02,Mayumi,Mukaidono,9999-01-01
12890,Senior Staff,1955-10-05,Neven,Casley,9999-01-01
12893,Senior Staff,1954-10-09,Licheng,Crouzet,9999-01-01
12895,Senior Engineer,1952-04-28,Roddy,Serot,9999-01-01
12899,Senior Staff,1954-07-13,Chinho,Sethi,9999-01-01
12905,Senior Engineer,1955-01-24,Munehiro,Gecsei,9999-01-01
12910,Staff,1955-01-27,Uno,Casley,9999-01-01
12915,Senior Staff,1955-08-17,Arco,Ligten,9999-01-01
12923,Senior Engineer,1953-09-05,Chaosheng,Journel,9999-01-01
12926,Senior Staff,1952-04-24,Heekeun,Luby,9999-01-01
12934,Senior Engineer,1953-06-21,Adil,Solares,9999-01-01
12936,Technique Leader,1955-11-13,Reinhold,Farrow,9999-01-01
12940,Senior Engineer,1953-10-25,Odinaldo,Farrar,9999-01-01
12941,Senior Engineer,1954-07-29,Tommaso,Perelgut,9999-01-01
12944,Senior Staff,1955-07-07,Alselm,Benzmuller,9999-01-01
12949,Senior Engineer,1955-02-24,Geoff,Asrin,9999-01-01
12960,Engineer,1955-07-20,Tayeb,Navazio,9999-01-01
12962,Senior Staff,1952-10-26,Paraskevi,Beerel,9999-01-01
12969,Senior Staff,1955-03-27,Mohan,Angot,9999-01-01
12977,Senior Engineer,1954-11-29,Byong,Markovitch,9999-01-01
12982,Senior Engineer,1952-12-08,Sachem,Aamodt,9999-01-01
12983,Staff,1954-04-07,Elliott,Hambrick,9999-01-01
12986,Senior Engineer,1952-03-08,Khun,Hennebert,9999-01-01
12987,Senior Engineer,1953-10-08,Youngkon,Kading,9999-01-01
13000,Engineer,1955-01-31,Adhemar,Chiodo,9999-01-01
13002,Senior Engineer,1954-12-08,Henk,Muhlberg,9999-01-01
13004,Senior Engineer,1952-12-13,Fan,Beznosov,9999-01-01
13008,Engineer,1955-12-23,Jayesh,Zaumen,9999-01-01
13011,Technique Leader,1955-02-25,Aamer,Glowinski,9999-01-01
13013,Engineer,1952-10-17,Heekeun,Baak,9999-01-01
13027,Technique Leader,1955-03-13,Paraskevi,Kohling,9999-01-01
13030,Senior Staff,1955-02-12,Yahiko,Kroll,9999-01-01
13034,Senior Staff,1955-02-21,Arunas,Rosen,9999-01-01
13046,Senior Staff,1953-03-09,Vivian,Stafford,9999-01-01
13047,Senior Engineer,1953-04-24,Atilio,Chelton,9999-01-01
13048,Senior Engineer,1952-07-17,Kerhong,Massonet,9999-01-01
13052,Senior Engineer,1952-09-26,Aleksandar,Schlenzig,9999-01-01
13054,Senior Engineer,1952-03-24,Samphel,Masamoto,9999-01-01
13065,Senior Staff,1955-07-27,Zine,Schiper,9999-01-01
13067,Senior Engineer,1955-08-01,Wayne,Kornyak,9999-01-01
13075,Senior Staff,1955-05-24,Rosella,Morrin,9999-01-01
13076,Engineer,1954-03-09,Deniz,Skafidas,9999-01-01
13084,Senior Staff,1953-01-05,Domenico,Pagter,9999-01-01
13086,Senior Staff,1953-06-10,Dzung,Domenig,9999-01-01
13093,Staff,1953-08-12,Sajjan,Unno,9999-01-01
13096,Senior Engineer,1953-01-03,Ibibia,Armand,9999-01-01
13103,Senior Engineer,1952-05-09,Srinidhi,Ellozy,9999-01-01
13108,Senior Staff,1955-10-16,Rance,Matteis,9999-01-01
13110,Senior Engineer,1953-09-29,Maria,Kamble,9999-01-01
13124,Senior Staff,1955-11-06,Quingbo,Garnick,9999-01-01
13126,Senior Engineer,1953-05-03,Parviz,Hennebert,9999-01-01
13133,Senior Staff,1955-06-21,Guther,Senzako,9999-01-01
13134,Senior Engineer,1955-06-25,Lorien,Chepyzhov,9999-01-01
13140,Staff,1955-07-03,Shuji,Vidal,9999-01-01
13143,Technique Leader,1953-10-06,Qingxiang,Ventosa,9999-01-01
13144,Senior Staff,1952-07-11,Persi,Nollmann,9999-01-01
13146,Senior Staff,1953-11-01,Haldon,Erie,9999-01-01
13147,Senior Staff,1955-12-28,Shichao,Ginesta,9999-01-01
13150,Technique Leader,1953-06-28,Mahmut,Stavenow,9999-01-01
13156,Senior Engineer,1952-04-19,Akeel,Millington,9999-01-01
13159,Staff,1954-09-22,Jingling,Ranst,9999-01-01
13161,Senior Engineer,1955-05-04,Manu,Picci,9999-01-01
13165,Senior Engineer,1954-09-09,Lucian,Benner,9999-01-01
13168,Senior Engineer,1954-06-10,Munir,Stentiford,9999-01-01
13170,Senior Staff,1955-10-25,Cheong,Bernardeschi,9999-01-01
13171,Senior Engineer,1954-12-29,Anoosh,Birnbaum,9999-01-01
13173,Senior Staff,1953-04-20,Arve,Horswill,9999-01-01
13175,Senior Engineer,1955-10-23,Yucai,Swick,9999-01-01
13179,Staff,1955-09-09,Moty,Janocha,9999-01-01
13182,Engineer,1954-02-25,Kokou,Rodite,9999-01-01
13186,Senior Staff,1955-06-19,Kyoichi,Barbanera,9999-01-01
13189,Staff,1955-11-29,Yuuichi,Bazzichi,9999-01-01
13192,Technique Leader,1953-01-28,Rosita,Flowers,9999-01-01
13200,Senior Engineer,1952-05-24,Weidon,Pauthner,9999-01-01
13202,Senior Staff,1953-05-10,Aram,Scharstein,9999-01-01
13203,Senior Staff,1953-09-08,Phule,Emmart,9999-01-01
13204,Assistant Engineer,1954-07-25,Mircea,Pellegrinelli,9999-01-01
13206,Staff,1954-04-07,Tetsurou,Rullman,9999-01-01
13210,Senior Staff,1953-06-19,Jianhua,Klassen,9999-01-01
13213,Senior Staff,1954-12-29,Hein,Billawala,9999-01-01
